title,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Price
Fiat 500,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,4250
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Renault Twingo,118741,2010,0,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,1495
Vauxhall Vectra,57827,2007,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,2795
Ford Fusion,87742,2007,0,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,1795
Vauxhall Corsa,75474,2014,1,Diesel,Hatchback,1.3L,Manual,3,5,Euro 5,4500
Renault Clio,134000,2002,0,Diesel,Hatchback,1.5L,Manual,3,5,Euro 3,1145
Vauxhall Corsa,60000,2011,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,3700
Ford Fiesta,87650,2013,6,Petrol,Hatchback,1.0L,Manual,3,5,Euro 5,4995
Vauxhall Corsa,65300,2011,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,2750
SKODA Rapid,71569,2014,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,4750
Vauxhall Astra,97300,2017,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,5000
Mercedes-Benz C Class,135000,2007,0,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,2495
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Honda Cr-v,154000,2008,3,Diesel,SUV,2.2L,Manual,5,5,Euro 4,1895
KIA Ceed,99094,2018,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,6195
Peugeot 207,79500,2009,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,2199
Volkswagen Scirocco,179000,2012,2,Diesel,Hatchback,2.0L,Manual,3,4,Euro 5,3690
Ford Focus,98159,2013,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,4000
SEAT Leon,128386,2015,1,Diesel,Hatchback,1.6L,Manual,3,5,Euro 5,4700
KIA Sportage,124568,2010,0,Petrol,SUV,1.6L,Manual,5,5,Euro 5,3990
Audi A3,65000,2009,0,Petrol,Hatchback,2.0L,Manual,3,5,Euro 4,5990
Fiat 500,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,4250
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Peugeot 208,106500,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,3250
Land Rover Freelander 2,92148,2010,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 4,5290
Ford Fiesta,94000,2005,0,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,1645
Nissan Qashqai Hatchback Special Editions,79814,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,6929
Audi A4 Cabriolet,88000,2008,3,Petrol,Convertible,1.8L,Manual,2,4,Euro 4,3750
Volkswagen Polo,88000,2014,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,4000
Renault Scenic,72000,2010,2,Petrol,MPV,1.6L,Manual,5,5,Euro 5,2490
Nissan Juke,107000,2013,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,4000
Vauxhall Insignia Grand Sport,57952,2019,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,11995
Renault Clio,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,6495
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
Ford Focus,100969,2009,5,Diesel,Hatchback,2.0L,Manual,5,5,Euro 4,2275
Volkswagen Golf Plus,135785,2010,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,2499
Honda Civic,123000,2011,3,Diesel,Hatchback,2.2L,Manual,5,5,Euro 4,2690
BMW 3 Series,136000,2011,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,3495
Mitsubishi ASX,76589,2014,3,Diesel,SUV,1.8L,Manual,5,5,Euro 5,6490
BMW 1 Series,100116,2010,0,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,3590
Peugeot 107,56000,2010,3,Petrol,Hatchback,1.0L,Manual,3,4,Euro 4,2190
Vauxhall Insignia,77009,2017,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,6500
Proton Savvy,57170,2011,1,Petrol,Hatchback,1.2L,Manual,5,4,Euro 4,1695
Fiat 500,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,4250
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
Volkswagen Polo,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,16049
BMW 1 Series,80000,2012,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,6495
Volkswagen Sharan,116443,2011,2,Petrol,MPV,1.4L,Manual,5,7,Euro 5,5999
SKODA Yeti,112000,2015,2,Diesel,SUV,2.0L,Manual,5,5,Euro 5,7990
Ford Fiesta,91000,2009,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,2300
Toyota Urbancruiser,103099,2010,3,Petrol,SUV,1.3L,Manual,5,5,Euro 4,2990
SKODA Fabia Diesel Estate,79547,2014,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,3990
Volkswagen Polo,37000,2011,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,6995
BMW 3 Series,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,3990
Audi A4,73091,2001,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,1495
Ford Focus,82156,2008,0,Petrol,Hatchback,2.5L,Manual,5,5,Euro 4,5995
Fiat 500,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,4250
Volkswagen Polo,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,15970
Volkswagen Polo,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,15970
Mercedes-Benz C Class,114299,2007,2,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,1999
Vauxhall Astra,110000,2008,0,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,1785
Volvo V40,58000,2015,1,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,8795
KIA Venga,69000,2010,0,Petrol,MPV,1.4L,Manual,5,5,Euro 5,2900
Peugeot 208,42349,2021,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,12802
Citroen DS3 Cabrio,49000,2013,2,Petrol,Convertible,1.6L,Manual,2,5,Euro 5,5495
Vauxhall Astra,82000,2012,6,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,3195
Ford Fiesta,52200,2018,3,Petrol,Hatchback,1.1L,Manual,3,5,Euro 6,7130
Mazda Mazda3,96723,2007,4,Petrol,Hatchback,2.3L,Manual,5,5,Euro 4,4800
Ford Fiesta,89999,2011,0,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,2995
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Audi A3 Cabriolet,140741,2008,0,Diesel,Convertible,2.0L,Manual,2,4,Euro 4,2495
Vauxhall Corsa,22286,2011,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,5495
Mazda Mazda3,82000,2014,0,Diesel,Saloon,2.2L,Manual,4,5,Euro 6,6550
Vauxhall Insignia,114883,2017,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,7895
Ford Fiesta,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,6850
Ford Focus,76466,2015,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,6790
Citroen C1,63000,2011,0,Petrol,Hatchback,1.0L,Automatic,5,4,Euro 5,4800
Ford KA,62700,2012,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,1950
Ford Grand C-max,50000,2014,0,Diesel,MPV,1.6L,Manual,5,7,Euro 5,7990
SKODA Octavia,87000,2010,0,Diesel,Estate,2.0L,Manual,5,5,Euro 4,6995
Renault Clio,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,6495
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Volkswagen Polo,57978,2013,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,6995
Mercedes-Benz C Class,122000,2015,5,Diesel,Coupe,2.1L,Automatic,2,4,Euro 5,6495
Audi A1,98700,2015,1,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 6,7050
Toyota Yaris,69036,2012,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,5695
SKODA Superb,118000,2015,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,5990
Volkswagen Scirocco,69000,2008,0,Petrol,Hatchback,2.0L,Automatic,3,4,Euro 4,6290
Fiat 500L,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,7750
Audi TT,96000,2013,0,Diesel,Coupe,2.0L,Automatic,3,4,Euro 5,6495
Nissan Qashqai,162753,2012,2,Diesel,SUV,1.5L,Manual,5,5,Euro 5,2995
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Volkswagen Beetle,31700,2013,1,Petrol,Hatchback,1.2L,Automatic,3,4,Euro 5,10995
Vauxhall Corsa,34000,2018,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,4300
Volkswagen Golf,86069,2011,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,5195
Ford B-max,61000,2013,2,Petrol,MPV,1.0L,Manual,5,5,Euro 5,4950
BMW 3 SERIES,116275,2008,0,Diesel,Convertible,3.0L,Automatic,2,4,Euro 4,4295
Vauxhall Corsa,101971,2015,1,Diesel,Hatchback,1.3L,Manual,5,5,Euro 6,4595
Vauxhall Insignia,93379,2013,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,3999
Ford Fiesta,119785,2009,3,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,2490
Infiniti Q30,35340,2017,0,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,11295
SEAT Ibiza,120741,2008,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1495
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Volkswagen Beetle,95000,2005,0,Petrol,Convertible,2.0L,Automatic,2,4,Euro 4,3575
Ford KA,65323,2015,0,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,3990
Marcos Martina,19000,1981,5,Petrol,Convertible,2.0L,Manual,null,2,null,11495
Fiat 500,69218,2011,4,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,3990
Vauxhall Corsa,74000,2012,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,3600
BMW 3 Series,101131,2015,0,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,9100
Nissan Juke,89999,2013,0,Diesel,SUV,1.5L,Manual,5,5,Euro 5,4995
KIA Ceed,82000,2013,0,Diesel,Estate,1.6L,Manual,5,5,Euro 5,5425
Renault Clio,96967,2014,3,Petrol,Hatchback,1.1L,Manual,5,5,Euro 5,4495
Ford Fiesta,89999,2011,0,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,2995
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Ford KA,59030,2011,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,2290
Ford Kuga,128000,2014,0,Diesel,SUV,2.0L,Manual,5,5,Euro 5,5790
Mercedes-Benz S Class,189988,2005,0,Diesel,Saloon,3.2L,Automatic,4,5,Euro 3,1995
Nissan X-trail,152584,2016,0,Diesel,SUV,1.6L,Manual,5,5,Euro 6,6850
Hyundai Kona,19539,2019,0,Petrol,SUV,1.0L,Manual,5,5,Euro 6,13450
Nissan Qashqai,87018,2014,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,6000
Ford Mondeo,78000,2017,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,7990
Nissan Juke,76000,2015,2,Petrol,SUV,1.2L,Manual,5,5,Euro 5,5100
SEAT Ibiza,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,6250
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Volkswagen Polo,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,15970
SEAT Ibiza,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,6250
BMW 3 Series,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,3990
Mercedes-Benz E Class,73000,2014,1,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,8995
Suzuki Swift Hatchback,64156,2015,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,5450
Toyota Aygo,57213,2011,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,1995
Vauxhall Insignia,117221,2013,3,Diesel,Estate,2.0L,Automatic,5,5,Euro 5,2750
Nissan Juke,67000,2010,3,Petrol,SUV,1.6L,Manual,5,5,Euro 5,4500
BMW 3 Series,84000,2008,0,Petrol,Coupe,3.0L,Automatic,2,4,Euro 4,6995
MINI Hatch,59000,2010,0,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,3995
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Volkswagen T-cross,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,17670
Ford Fiesta,52188,2019,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,10795
Audi A3,44000,2016,1,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,13500
BMW X5,115258,2009,0,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,6490
Vauxhall Corsa,53407,2014,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,5690
Hyundai i10,108741,2011,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,1995
BMW 3 SERIES,82609,2015,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,10995
Peugeot 207 CC,70679,2010,3,Petrol,Convertible,1.6L,Manual,2,4,Euro 5,2490
Nissan Qashqai,91474,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,5999
Nissan X-trail,152584,2016,0,Diesel,SUV,1.6L,Manual,5,5,Euro 6,6850
Hyundai i20,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1850
Volkswagen T-cross,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,17670
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Vauxhall Corsa,44360,2010,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,3500
Peugeot 308,97900,2009,4,Diesel,Estate,2.0L,Manual,5,5,Euro 4,3500
Nissan Qashqai,66000,2013,0,Diesel,SUV,1.5L,Manual,5,5,Euro 5,7250
Mercedes-Benz A Class,97741,2011,0,Petrol,Hatchback,1.5L,Manual,5,5,Euro 5,1995
Vauxhall Corsa Hatchback,102412,2016,1,Petrol,Hatchback,1.2L,Manual,3,5,Euro 6,4995
Citroen DS3,47400,2013,3,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,5000
Vauxhall Viva Hatchback,68084,2015,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,5495
Vauxhall Corsa,75300,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,5000
Mercedes-Benz C Class,135000,2007,0,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,2495
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Peugeot 108,49812,2014,1,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,5475
Land Rover Freelander 2,121000,2009,2,Diesel,SUV,2.2L,Manual,5,5,Euro 4,3750
Ford Fiesta,41440,2014,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,6250
BMW 7 Series,83000,2006,0,Petrol,Saloon,4.8L,Automatic,4,5,Euro 4,4000
Maserati Granturismo,66000,2008,0,Petrol,Coupe,4.2L,Automatic,2,4,Euro 4,16000
Vauxhall Corsa,41046,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,6495
Vauxhall Astra,86327,2011,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,3375
Fiat 500L,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,7750
Peugeot 308,26994,2008,0,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,4000
Hyundai i20,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1850
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Citroen C3,56425,2017,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,7999
Peugeot 108,49430,2014,3,Petrol,Hatchback,1.2L,Manual,5,4,Euro 5,5950
Ford Kuga,94000,2015,0,Diesel,SUV,2.0L,Manual,5,5,Euro 6,6990
Vauxhall Astra,45000,2013,3,Petrol,Estate,1.6L,Manual,5,5,Euro 5,5500
Nissan Note,86000,2014,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,4490
Audi A5 Cabriolet,87000,2011,3,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,6250
Land Rover Freelander 2,102465,2012,1,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,7295
Nissan Juke,89999,2013,0,Diesel,SUV,1.5L,Manual,5,5,Euro 5,4995
Ford Kuga,49000,2009,0,Diesel,SUV,2.0L,Manual,5,5,Euro 4,5600
Ford Fiesta,71582,2015,0,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,5995
Mercedes-Benz C Class,135000,2007,0,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,2495
Renault Clio,49908,2021,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,11890
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
SEAT Tarraco,36774,2020,1,Diesel,SUV,2.0L,Manual,5,7,Euro 6,17500
Vauxhall Combo,35616,2010,1,Diesel,Combi Van,1.3L,Manual,3,null,Euro 4,4250
Peugeot 308,114288,2018,1,Diesel,Hatchback,1.5L,Automatic,5,5,Euro 6,8125
Vauxhall Agila,46908,2007,2,Petrol,MPV,1.2L,Manual,5,5,Euro 4,1995
Audi A3 Cabriolet,67000,2014,0,Petrol,Convertible,1.4L,Manual,2,4,Euro 6,8990
Ford Kuga,105000,2014,0,Diesel,SUV,2.0L,Manual,5,5,Euro 5,5495
Ford Focus,94777,2015,0,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,5975
Vauxhall Corsa,92330,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,9350
Audi A1,48000,2015,3,Diesel,Hatchback,1.6L,Automatic,3,5,Euro 6,10990
Renault Grand Scenic,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,4000
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Audi A5 DIESEL COUPE,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,16555
BMW 1 Series,58601,2013,2,Diesel,Hatchback,2.0L,Manual,3,5,Euro 5,7495
Volkswagen Beetle,90100,2002,5,Petrol,Hatchback,2.0L,Manual,3,4,Euro 4,1450
Ford Focus,71500,2012,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,4995
Peugeot 208,87741,2013,0,Diesel,Hatchback,1.4L,Manual,5,5,Euro 5,3495
Ford Fiesta,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,6850
SKODA Roomster,76507,2013,0,Diesel,MPV,1.6L,Manual,5,5,Euro 5,4290
Ford Focus,59300,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,7499
Renault Clio,93000,2004,5,Petrol,Hatchback,2.0L,Manual,3,5,Euro 3,4995
Hyundai i20,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1850
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
BMW 3 Series,115000,2010,0,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,2590
Smart Forfour,35814,2016,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,6695
Mercedes-Benz A-class,49938,2016,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,12995
Vauxhall Astra,69000,2013,0,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,4700
BMW 5 Series,96000,2014,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,6950
Citroen C3 Picasso,49000,2011,2,Diesel,MPV,1.6L,Manual,5,5,Euro 5,4250
Vauxhall Corsa Hatchback,54956,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,6690
MINI Hatch ONE,85592,2016,0,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,5995
Renault Megane,22000,2019,1,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,11795
Toyota Aygo,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,1795
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Infiniti FX,88000,2011,0,Diesel,SUV,3.0L,Automatic,5,5,Euro 5,7999
Peugeot 208,78900,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,5500
Peugeot 308 CC,96024,2011,4,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,2800
Volvo XC90,174500,2006,3,Diesel,SUV,2.4L,Automatic,5,7,Euro 4,2995
Land Rover Range Rover Evoque Diesel Hatchback,81933,2014,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,14861
Volkswagen Polo,79004,2015,1,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,6495
Ford Ecosport,49482,2017,2,Petrol,SUV,1.0L,Manual,5,5,Euro 6,9495
Mercedes-Benz C Class,44000,2017,3,Diesel,Coupe,2.1L,Automatic,2,4,Euro 6,18450
Nissan Qashqai,45774,2020,0,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,14990
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Ford Focus,96765,2017,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,7475
Fiat 500,22000,2016,0,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,6595
Ford Focus Diesel Hatchback,35843,2020,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,13950
Citroen C3 AIRCROSS DIESEL MPV,94814,2017,2,Diesel,SUV,1.6L,Manual,5,5,Euro 6,8490
Mercedes-Benz E Class,105000,2014,0,Diesel,Convertible,3.0L,Automatic,2,4,Euro 6,10995
Peugeot 3008,86897,2012,3,Diesel,SUV,2.0L,Manual,5,5,Euro 5,3995
Ford Mondeo,142263,2018,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,8490
Renault Clio,29740,2015,3,Petrol,Hatchback,0.9L,Manual,5,5,Euro 5,7799
Renault Clio,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,6495
Volkswagen T-cross,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,17670
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Renault Clio,60394,2016,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,6495
Mitsubishi GTO,60742,2003,4,Petrol,Coupe,3.0L,Manual,null,null,null,15000
Vauxhall Corsa,76238,2016,0,Diesel,Hatchback,1.2L,Manual,5,5,Euro 6,5250
MINI Paceman,56552,2017,2,Diesel,SUV,2.0L,Manual,3,4,Euro 5,10999
Suzuki Alto,58000,2014,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,3000
Jaguar XF,65847,2013,3,Diesel,Saloon,2.2L,Automatic,4,5,Euro 5,8995
SEAT Ibiza,33585,2014,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,7150
Ford Fiesta,138930,2010,2,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,2499
Toyota Aygo,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,1795
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
Volkswagen T-cross,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,17670
Audi A4,91000,2013,0,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,4950
Fiat 500L,79308,2015,1,Diesel,MPV,null,Automatic,null,null,null,5250
Volkswagen Touran,78000,2010,0,Diesel,MPV,1.6L,Manual,5,7,Euro 5,6295
Volvo S60,122000,2017,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,6995
Vauxhall Crossland X,50433,2019,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,9795
Volkswagen Passat,42000,2014,3,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,7995
Nissan Qashqai,95330,2013,2,Diesel,SUV,1.5L,Manual,5,5,Euro 5,5750
Mercedes-Benz A-class,53944,2017,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,12395
BMW 1 Series,120366,2015,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,6850
Vauxhall Astra,71000,2012,3,Petrol,Estate,1.6L,Manual,5,5,Euro 5,4300
Renault Grand Scenic,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,4000
Volkswagen T-cross,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,17670
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Audi A5 Cabriolet,67000,2018,2,Petrol,Convertible,2.0L,Manual,2,4,Euro 6,15990
Jaguar XE,53634,2018,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,15995
Citroen C3,71000,2012,0,Diesel,Hatchback,1.4L,Automatic,5,5,Euro 5,4500
BMW 5 SERIES,59879,2013,1,Petrol,Saloon,2.0L,Automatic,4,5,Euro 5,12995
Hyundai i10,79315,2011,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,2750
Toyota Aygo,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,1795
